Tm,Win,Pos,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
WAS,24,5,5.1,7.9,0.64556962,0,0.6,0,5.1,7.3,0.698630137,0.64556962,1.3,2.2,0.590909091,5.1,9.2,14.3,1.9,0.3,2.2,1.3,4.1,11.4,133,115
NOP,28,4,2.9,8.4,0.345238095,1.5,5.6,0.267857143,1.4,2.7,0.518518519,0.43452381,0.5,1.5,0.333333333,2.9,7.6,10.5,3.2,1.5,1.2,1.2,4.7,7.7,103,111
LAC,44,2,9.8,23.7,0.41350211,2.9,7.9,0.367088608,7,15.8,0.443037975,0.474683544,7.5,8.6,0.872093023,0.8,4.2,5,9.2,1.1,0.3,4.6,2.1,30,109,111
CHO,23,4,5.8,13,0.446153846,2.7,7.3,0.369863014,3.1,5.8,0.534482759,0.55,2.7,3.1,0.870967742,0.9,5.8,6.8,2.5,1.6,1.4,1.6,4.4,17.1,115,113
MIL,53,4,3.6,8.8,0.409090909,1.8,6.1,0.295081967,1.8,2.7,0.666666667,0.511363636,0.9,0.9,1,1.1,7.7,8.8,3.4,2,0.9,0.7,5.2,9.9,119,101
BOS,43,5,6.3,9.3,0.677419355,0,0,0,6.3,9.3,0.677419355,0.677419355,2.1,3.7,0.567567568,5.1,11.1,16.2,3.3,3,4.2,3,6,14.7,123,98
UTA,42,1,1.7,12.2,0.139344262,0,3.5,0,1.7,8.7,0.195402299,0.139344262,3.5,3.5,1,3.5,5.2,8.7,8.7,1.7,1.7,3.5,3.5,7,80,108
NOP,28,4,14.1,23.9,0.589958159,0.5,1,0.5,13.6,22.9,0.593886463,0.60041841,7.8,12.1,0.644628099,4.4,6.1,10.4,3.3,1.2,0.7,4.4,2.9,36.4,115,113
MIL,53,4,6.5,16.5,0.393939394,2.3,9,0.255555556,4.2,7.5,0.56,0.463636364,1,1.5,0.666666667,1.6,9.5,11.1,3.6,0.3,0.8,2.4,4.2,16.3,95,104
MIA,41,3,6.9,17.9,0.38547486,0.8,3.8,0.210526316,6.1,14.2,0.429577465,0.407821229,2.5,3.8,0.657894737,2.2,7.9,10.1,6.1,1,0.7,3.3,5.3,17.2,93,111
DET,20,4,10.7,18.9,0.566137566,2,5.2,0.384615385,8.7,13.7,0.635036496,0.619047619,6.7,9,0.744444444,3.9,10.6,14.5,2.2,1.3,2,3.1,3.6,30.1,123,110
DAL,40,2,6.1,13,0.469230769,1.6,4,0.4,4.6,9,0.511111111,0.530769231,2.4,3,0.8,2.3,6.6,8.8,7.5,2.6,0.7,2.3,2.9,16.2,121,109
UTA,42,1,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,,118
CHI,22,4,8.1,18.2,0.445054945,2.4,6.7,0.358208955,5.8,11.5,0.504347826,0.510989011,1.3,2.2,0.590909091,2.8,6.7,9.5,3.5,2.8,0.7,3.1,4.1,20,101,108
ATL,20,1,12,27.5,0.436363636,4.5,12.5,0.36,7.5,15,0.5,0.518181818,10.6,12.3,0.861788618,0.7,4.9,5.6,12.3,1.4,0.2,6.4,2.3,39.1,114,117
CHO,23,5,9.4,17.9,0.525139665,0.7,2.8,0.25,8.7,15.1,0.57615894,0.544692737,4.6,6.7,0.686567164,6,9.4,15.4,3.3,1.5,0.9,2.8,5.2,24,116,111
CLE,19,5,9,15.9,0.566037736,0,0,0,9,15.9,0.566037736,0.566037736,3.1,4.2,0.738095238,4,10.6,14.5,1.3,1.5,1.1,2.2,5.9,21.1,116,113
LAC,44,5,8,13.4,0.597014925,0,0.1,0,8,13.4,0.597014925,0.597014925,4.4,5.9,0.745762712,6.7,11.9,18.6,2.9,0.6,2.4,2.2,6.1,20.5,131,104
OKC,49,2,4.4,12.5,0.352,3.3,10.1,0.326732673,1.2,2.4,0.5,0.484,1,1,1,0.4,3.4,3.8,1.6,1.3,0.5,1.1,4.2,13.1,103,111
PHO,19,4,1.6,7,0.228571429,0.8,5.8,0.137931034,0.8,1.2,0.666666667,0.285714286,2.7,3.9,0.692307692,1.2,8.5,9.7,3.1,0.4,1.6,1.6,9.3,6.6,87,116
ATL,29,1,4.1,11.9,0.344537815,2.7,8,0.3375,1.4,3.9,0.358974359,0.457983193,0.8,1,0.8,1.2,5.3,6.5,7,1.5,0.5,3,4.9,11.7,99,115
OKC,49,5,8.4,14.1,0.595744681,0,0,0,8.4,14.1,0.595744681,0.595744681,2.6,5.1,0.509803922,6.8,6.5,13.3,2.2,2,1.3,2.4,3.6,19.4,120,106
MIA,39,5,7.2,12.4,0.580645161,0.1,0.4,0.25,7.1,12,0.591666667,0.584677419,4.2,5.8,0.724137931,4.2,11,15.2,4.7,1.8,1.7,3.1,5.2,18.6,120,104
CLE,19,3,2.8,9.2,0.304347826,1.5,5.9,0.254237288,1.3,3.3,0.393939394,0.385869565,1,1,1,0.8,4.1,4.9,1.3,0.3,1,1.5,3.3,8.2,85,121
DEN,54,2,6.7,22.3,0.30044843,0,8.9,0,6.7,13.4,0.5,0.30044843,2.2,4.5,0.488888889,2.2,6.7,8.9,13.4,4.5,0,4.5,8.9,15.6,84,104
SAS,48,5,12.4,24,0.516666667,0.2,0.8,0.25,12.3,23.2,0.530172414,0.520833333,6.3,7.5,0.84,4.6,9,13.5,3.5,0.8,1.9,2.6,3.3,31.4,117,110
CHI,22,2,5.3,15.8,0.335443038,1.2,4.8,0.25,4,10.9,0.366972477,0.373417722,3.2,4.8,0.666666667,4.4,6.1,10.5,5.3,0.4,0,3.2,2.8,15,93,117
UTA,50,2,7.7,20.5,0.375609756,3.7,11.4,0.324561404,4,9.1,0.43956044,0.465853659,5.2,6.9,0.753623188,0.3,2.3,2.6,2.9,0.7,0.7,3.8,5.4,24.3,95,111
BRK,42,5,7.6,12.9,0.589147287,0.1,1,0.1,7.5,11.9,0.630252101,0.593023256,4.5,6.3,0.714285714,4.3,10.9,15.3,2.5,1,2.7,2.3,4.2,19.8,123,106
NYK,17,2,7.5,16.3,0.460122699,2,4.2,0.476190476,5.6,12.2,0.459016393,0.521472393,4.9,6.3,0.777777778,0.9,5,5.9,8.8,1.9,0.5,3,5.3,21.9,116,114
POR,53,4,5.4,12.5,0.432,2,5.9,0.338983051,3.4,6.6,0.515151515,0.512,3.2,3.7,0.864864865,2.4,10.5,12.9,2.2,1.4,0.7,1.5,3,16.1,118,109
ATL,29,3,6.4,15.7,0.407643312,2.4,7.7,0.311688312,4,8,0.5,0.484076433,2.6,3.5,0.742857143,2.4,6,8.4,2.3,2.2,1.3,2.3,4.8,17.8,103,113
MEM,33,3,5.8,10.7,0.542056075,0.3,1.3,0.230769231,5.5,9.4,0.585106383,0.556074766,1.4,2.5,0.56,1.9,7.9,9.7,5,2.1,1.4,2.3,4.3,13.4,110,107
PHO,19,4,3.3,10.3,0.32038835,1.2,5.8,0.206896552,2.1,4.5,0.466666667,0.378640777,1.9,2.4,0.791666667,2.4,5.3,7.7,2.9,0.5,0.2,2.1,4,9.6,91,119
MIA,39,4,2.2,10,0.22,2.2,6.7,0.328358209,0,3.3,0,0.33,1.1,2.2,0.5,4.4,5.6,10,2.2,1.1,0,2.2,2.2,7.8,86,111
IND,48,5,0,24.5,0,0,0,0,0,24.5,0,0,0,0,0,8.2,16.3,24.5,8.2,0,8.2,8.2,0,0,33,96
MIL,60,4,14.2,24.6,0.577235772,1,4,0.25,13.2,20.6,0.640776699,0.597560976,9.9,13.5,0.733333333,3.1,14.6,17.7,8.4,1.8,2.2,5.3,4.6,39.3,121,99
DAL,33,4,0,13.2,0,0,0,0,0,13.2,0,0,8.8,17.6,0.5,0,4.4,4.4,0,8.8,0,4.4,0,8.8,39,97
HOU,53,4,8.2,20.2,0.405940594,3.5,10.7,0.327102804,4.7,9.5,0.494736842,0.492574257,2.5,3.7,0.675675676,1.5,7.5,9,0.8,0.7,1.2,1.3,5.3,22.4,103,112
TOR,58,3,6.5,14.3,0.454545455,2.4,7.2,0.333333333,4.1,7.2,0.569444444,0.538461538,1.3,2.2,0.590909091,2.1,4.9,7,1.7,1.6,0.8,1.9,5,16.6,104,109
CHI,22,1,4.6,10.3,0.446601942,2,5.4,0.37037037,2.6,5,0.52,0.54368932,2.2,2.5,0.88,0.7,4.7,5.4,6.7,1.6,0.1,1.6,4.2,13.5,121,115
PHO,19,3,4.6,12.3,0.37398374,2.7,7.5,0.36,1.9,4.8,0.395833333,0.483739837,1.9,2.3,0.826086957,0.9,7,7.8,4.7,2.1,0.4,2.1,2.4,13.9,104,115
WAS,32,3,6.7,16.5,0.406060606,3.1,9.5,0.326315789,3.7,6.9,0.536231884,0.5,3,3.9,0.769230769,1.1,6.2,7.3,5.3,1.7,0.4,2.2,2.8,19.6,109,115
ORL,42,1,6.9,14.6,0.47260274,2.8,6.7,0.417910448,4,7.9,0.506329114,0.568493151,3.9,4.5,0.866666667,0.9,3.5,4.4,9.2,1.1,0.1,2.8,2.5,20.4,122,112
PHO,19,5,11.1,19,0.584210526,0,0.1,0,11.1,18.9,0.587301587,0.584210526,3.1,4.1,0.756097561,4.9,11.1,15.9,2.7,1.3,1.5,2.8,4.6,25.4,117,113
CHO,39,2,7.8,16.5,0.472727273,2.4,5.6,0.428571429,5.4,10.9,0.495412844,0.545454545,2.2,2.9,0.75862069,0.5,5.2,5.7,3,0.8,0.3,1.2,4.6,20.2,114,116
SAC,39,4,10.6,21,0.504761905,0.9,2.9,0.310344828,9.7,18.1,0.535911602,0.526190476,5.4,7.8,0.692307692,4.8,9.2,14,1.8,1,1.8,2.9,3.6,27.4,111,110
NYK,17,2,1.8,7.2,0.25,0.5,4.1,0.12195122,1.4,3.2,0.4375,0.284722222,2.3,2.7,0.851851852,0.5,2.7,3.2,5.9,2.3,0,1.4,7.2,6.3,94,115
WAS,32,2,0,4.2,0,0,4.2,0,0,0,0,0,0,0,0,0,4.2,4.2,2.1,1.1,1.1,2.1,2.1,0,20,117
POR,53,1,5.2,17,0.305882353,1,4.6,0.217391304,4.1,12.4,0.330645161,0.335294118,4.1,5.7,0.719298246,1,6.7,7.7,6.2,0.5,1,7.2,5.7,15.5,74,113
LAL,37,1,6,14.9,0.402684564,2.5,7.5,0.333333333,3.6,7.5,0.48,0.486577181,0.7,1.6,0.4375,1.8,6.4,8.2,8.3,2.3,0.6,3.4,3.7,15.2,100,109
ORL,42,5,7.5,15.5,0.483870968,1.3,4.5,0.288888889,6.1,11.1,0.54954955,0.525806452,2.4,4,0.6,4.1,10.8,14.9,2.5,0.8,4.1,2.7,6.5,18.7,105,103
DAL,33,1,10.4,24.8,0.419354839,2.5,8.3,0.301204819,7.9,16.6,0.475903614,0.469758065,3.5,5,0.7,0.8,5.3,6.1,13.6,1.4,0.1,4.6,3.2,26.8,105,113
DAL,33,4,8.9,22,0.404545455,3.7,9.5,0.389473684,5.2,12.4,0.419354839,0.488636364,5.1,6.1,0.836065574,1.1,5.2,6.3,1.9,1,0.3,2.1,2.4,26.5,106,113
SAC,39,3,6.9,15.2,0.453947368,2.6,6.4,0.40625,4.3,8.8,0.488636364,0.539473684,3.1,3.9,0.794871795,1,6.5,7.6,2.6,0.8,0.1,1.5,2.1,19.6,115,114
DEN,54,3,7.6,19,0.4,2.8,8.1,0.345679012,4.9,10.9,0.449541284,0.473684211,2.4,3.1,0.774193548,1.3,6.9,8.2,5.1,0.7,0.9,2.7,3.4,20.4,102,111
MIN,36,3,5.7,13.5,0.422222222,1.2,5,0.24,4.5,8.6,0.523255814,0.466666667,1.7,2.7,0.62962963,1.5,6.4,7.9,1.6,1.7,1.3,1.3,2.8,14.4,100,113
CHO,39,3,5.2,11.6,0.448275862,2.4,6.2,0.387096774,2.8,5.5,0.509090909,0.551724138,1.6,1.8,0.888888889,1.5,6.6,8.1,5.1,1.5,0.9,2.4,2.9,14.4,112,113
MIN,36,1,6,16.8,0.357142857,2.1,7.1,0.295774648,3.9,9.6,0.40625,0.419642857,1.2,2,0.6,0.8,3.7,4.5,8.7,1.3,0.1,2.3,4.1,15.2,98,117
BOS,49,5,6.2,13.1,0.473282443,1.2,3.6,0.333333333,4.9,9.5,0.515789474,0.519083969,3.1,3.6,0.861111111,5.2,8.9,14.1,3.3,0.7,2,2.3,7.3,16.7,118,108
ATL,29,2,7.8,19.4,0.402061856,2.7,8.4,0.321428571,5.1,11,0.463636364,0.471649485,3.6,4.9,0.734693878,1,6.3,7.3,4.3,2.5,1.2,3.4,4.8,21.9,98,112
WAS,32,2,11.9,25.2,0.472222222,3.3,9.3,0.35483871,8.7,15.8,0.550632911,0.537698413,5.7,7,0.814285714,1.4,5,6.4,7,1.9,0.9,3.5,3.5,32.8,113,114
DEN,54,2,9.1,19.3,0.471502591,4.3,10.6,0.405660377,4.9,8.7,0.563218391,0.582901554,1.5,1.7,0.882352941,0.9,4.3,5.2,2.5,1.4,0.3,1.4,3,24,117,112
LAL,37,4,12.6,25.7,0.490272374,0.5,2.9,0.172413793,12.1,22.8,0.530701754,0.5,4.7,6.6,0.712121212,2.2,7.9,10.1,4.2,1.5,1.7,4.5,7.1,30.4,99,108
SAS,48,2,7.7,18.6,0.413978495,4,10.6,0.377358491,3.7,7.9,0.46835443,0.521505376,3,3.3,0.909090909,0.4,4.9,5.3,3.6,0.9,0.2,1.9,3.3,22.3,109,114
GSW,57,5,6,11.6,0.517241379,0,0.1,0,6,11.5,0.52173913,0.517241379,1.5,2.5,0.6,3.3,7.8,11.1,4.6,1.2,3.1,2.5,4.8,13.5,109,108
ATL,29,2,6.6,14.7,0.448979592,1.2,4.1,0.292682927,5.4,10.6,0.509433962,0.489795918,2.1,3.3,0.636363636,1.3,7.3,8.6,4.8,2.5,1,3.4,4.5,16.4,97,112
PHO,19,4,5.1,11.4,0.447368421,1.3,5.8,0.224137931,3.8,5.5,0.690909091,0.504385965,1.8,3.1,0.580645161,2,8.6,10.6,3.2,1,1.3,2.1,5.2,13.3,102,115
NOP,33,2,3.3,13.1,0.251908397,2.8,9.5,0.294736842,0.6,3.6,0.166666667,0.358778626,0,0,0,0.6,1.9,2.5,2.8,0.3,0,0.6,1.9,9.5,86,120
SAS,48,4,6.1,13.6,0.448529412,4.3,10.1,0.425742574,1.8,3.4,0.529411765,0.606617647,1.6,1.8,0.888888889,0.7,7.2,7.9,3,1,1,1.3,4,18.1,122,112
LAC,48,1,4.3,10.5,0.40952381,2.5,6.2,0.403225806,1.8,4.3,0.418604651,0.528571429,2.1,2.7,0.777777778,1.7,6.9,8.6,6.6,1.5,0.9,1.9,5.9,13.2,119,111
ORL,42,5,6.9,11.5,0.6,0,0.1,0,6.9,11.4,0.605263158,0.6,4.4,6.3,0.698412698,6,8.4,14.5,2.9,1.4,2.2,1.5,5.5,18.3,134,106
CHO,39,5,5.5,9.7,0.567010309,0,0,0,5.5,9.7,0.567010309,0.567010309,3.6,5.7,0.631578947,5,10.3,15.3,2,0.7,2.5,2.1,6.4,14.7,121,110
SAC,39,4,7.4,15.4,0.480519481,2.7,6.7,0.402985075,4.7,8.7,0.540229885,0.568181818,1.8,2.4,0.75,3.3,8.3,11.6,3.8,1.4,1.5,2.1,5.1,19.3,117,110
CHI,22,2,9.7,23.2,0.418103448,2.1,5.3,0.396226415,7.6,17.8,0.426966292,0.463362069,2.9,4.4,0.659090909,0.4,5.8,6.2,2.5,0.7,0.5,2,2.4,24.5,94,116
MIL,60,1,9.6,19.9,0.48241206,2.5,7.7,0.324675325,7.1,12.2,0.581967213,0.545226131,3.6,4.8,0.75,1.7,5.7,7.4,8.8,2.4,0.6,3.4,3.2,25.4,116,105
CLE,19,3,5.3,12,0.441666667,1.1,4.4,0.25,4.2,7.6,0.552631579,0.4875,1.1,1.5,0.733333333,2.9,8.1,11.1,1.5,0.8,0.9,1.2,2.3,12.9,108,118
SAC,39,2,8.6,20.6,0.417475728,3.2,8.9,0.359550562,5.4,11.7,0.461538462,0.495145631,3.2,3.9,0.820512821,1,4.9,5.8,6.4,1.7,0.4,2.8,3.4,23.7,107,113
IND,48,3,9.9,20,0.495,3.1,7.3,0.424657534,6.8,12.6,0.53968254,0.5725,4.7,5.8,0.810344828,0.6,5.7,6.3,3.1,1.3,0,2.5,2.6,27.6,114,110
GSW,57,5,6.4,12.8,0.5,0,0,0,6.4,12.8,0.5,0.5,1.1,1.1,1,4.3,15.3,19.5,3.9,1.1,2.8,2.8,7.8,13.8,107,104
PHI,51,4,5.9,12,0.491666667,2.5,7.1,0.352112676,3.4,4.9,0.693877551,0.595833333,1,2,0.5,3.5,8.7,12.2,3,1.3,2.9,2.7,7.3,15.3,111,107
LAL,37,1,1.9,12.8,0.1484375,0,3.1,0,1.9,9.7,0.195876289,0.1484375,3.5,5.8,0.603448276,3.5,6.2,9.7,5.8,3.5,1.6,2.3,3.5,7.4,73,105
PHO,19,2,12.5,26.7,0.468164794,2.9,8.8,0.329545455,9.6,17.9,0.536312849,0.52247191,8.4,9.7,0.865979381,0.8,4.8,5.6,9.2,1.2,0.3,5.6,4.3,36.2,109,118
TOR,58,4,10,22.3,0.448430493,3.5,10.9,0.321100917,6.5,11.5,0.565217391,0.52690583,3.8,4.4,0.863636364,4.7,11.8,16.5,0.6,1.8,7.1,2.1,9.1,27.3,112,97
LAC,48,2,5.2,13.5,0.385185185,1.9,5.5,0.345454545,3.3,8,0.4125,0.455555556,0.6,0.8,0.75,1.1,3.1,4.2,3.1,0.9,0.5,2,4.3,12.9,93,116
MEM,33,2,9.8,21.1,0.464454976,3.1,8.2,0.37804878,6.6,12.9,0.511627907,0.537914692,2.6,2.8,0.928571429,0.9,4,4.9,6.3,1.6,0,3.1,3.8,25.3,107,112
UTA,50,5,10.6,21.3,0.497652582,0,0,0,10.6,21.3,0.497652582,0.497652582,1.3,2.7,0.481481481,12,8,19.9,1.3,2.7,2.7,4,8,22.6,105,101
PHI,51,3,6.7,16.5,0.406060606,1.3,4.7,0.276595745,5.4,11.8,0.457627119,0.445454545,3,4.4,0.681818182,1.3,4.4,5.7,3.4,4,0.7,2.7,5.4,17.9,96,106
SAC,39,3,4.4,9.8,0.448979592,1.3,4,0.325,3,5.8,0.517241379,0.515306122,2.9,4,0.725,2.9,4.9,7.8,3.8,2.6,0.7,1.5,6.2,13,121,110
PHO,19,3,4.8,11.1,0.432432432,2.1,6.2,0.338709677,2.7,4.9,0.551020408,0.527027027,1.9,2.3,0.826086957,1.1,4.1,5.2,3.4,2.5,0.8,1.4,4,13.5,112,115
CHO,39,3,6.8,14.7,0.462585034,1.9,5.7,0.333333333,4.9,8.9,0.550561798,0.527210884,1.7,2.2,0.772727273,1.9,7.3,9.3,2.7,1.6,1.4,1.4,3.2,17.1,111,112
ORL,42,1,4.8,12.1,0.396694215,1,3,0.333333333,3.9,9.1,0.428571429,0.438016529,1.3,2.3,0.565217391,0.4,6,6.5,7.6,1,0.2,2.7,5.8,11.9,96,111
DAL,33,2,6.1,13.5,0.451851852,4.1,10,0.41,2,3.5,0.571428571,0.603703704,1.6,2,0.8,0.9,5.9,6.7,2.4,0.6,0.4,1.7,3.7,17.9,116,114
MIL,60,2,9.6,19,0.505263158,2.6,6.2,0.419354839,7,12.8,0.546875,0.573684211,3.6,3.9,0.923076923,1.6,5.7,7.3,5.2,1.2,0.3,2.3,2.6,25.4,121,108
MEM,33,3,7.4,18.4,0.402173913,2.3,6,0.383333333,5.1,12.3,0.414634146,0.464673913,3.3,4.5,0.733333333,1.4,3.3,4.7,2.4,1.5,0.6,2.9,7.5,20.3,94,112
MEM,33,2,9.8,21.7,0.451612903,1.9,6.9,0.275362319,7.8,14.8,0.527027027,0.495391705,3,4.2,0.714285714,1.5,4.2,5.8,3.2,1.2,0.5,2.7,4.2,24.4,98,113
DET,41,2,4.3,10.7,0.401869159,0.8,3.2,0.25,3.4,7.5,0.453333333,0.439252336,1.5,2,0.75,1.6,4.7,6.3,3.1,1.4,1.2,1.6,6.1,10.9,100,110
BOS,49,2,9.3,19.9,0.467336683,2.4,6.9,0.347826087,6.9,13,0.530769231,0.527638191,3.3,5.1,0.647058824,1.6,6.2,7.9,2.5,1.7,0.8,2.5,4.7,24.3,104,109
TOR,58,1,5.2,16.1,0.322981366,1.4,6.3,0.222222222,3.8,9.7,0.391752577,0.366459627,0.7,0.7,1,1.1,5.9,7,6.3,2.7,1.1,3.6,5,12.4,82,105
MIL,60,2,6.5,14,0.464285714,2.4,6.6,0.363636364,4.1,7.4,0.554054054,0.55,1.3,1.9,0.684210526,1.3,7,8.3,3.8,1.1,0.4,2.1,4,16.7,109,108
WAS,32,3,6.3,15.2,0.414473684,1.4,4.5,0.311111111,4.9,10.7,0.457943925,0.460526316,2.1,3,0.7,2.3,7.1,9.4,5.2,1.4,0.3,1.9,3.6,16.1,105,115
DAL,33,1,8,17.2,0.465116279,1.9,5.5,0.345454545,6.1,11.7,0.521367521,0.520348837,2.7,3.7,0.72972973,0.8,4.4,5.2,7,1.1,0.1,2.7,3.9,20.7,110,114
WAS,32,5,9.8,15.9,0.616352201,1,3.1,0.322580645,8.7,12.8,0.6796875,0.647798742,3.4,4.3,0.790697674,3.6,10.8,14.4,2.9,0.8,2.1,1.9,4,24,130,112
DET,41,2,6.6,16,0.4125,4.1,10.7,0.38317757,2.5,5.3,0.471698113,0.540625,2,2.3,0.869565217,0.7,3.7,4.5,4,0.9,0.2,2,2.9,19.4,113,113
LAL,37,2,5.6,13.6,0.411764706,3,8.8,0.340909091,2.6,4.8,0.541666667,0.522058824,1.5,1.9,0.789473684,0.2,4.3,4.4,1.8,1.4,0.6,1,2.7,15.7,107,112
NYK,17,1,10.4,25,0.416,2.1,6,0.35,8.3,19,0.436842105,0.458,4.3,5.2,0.826923077,1,3.3,4.3,6.6,1.5,0.3,2,2.3,27.1,106,117
DAL,33,1,9.8,21.1,0.464454976,2.9,8.1,0.358024691,6.9,13,0.530769231,0.533175355,4.6,5.5,0.836363636,1.4,2.7,4.1,7.2,1.3,0.2,2.2,2.8,27,119,114
UTA,50,2,8.4,20.3,0.413793103,2.8,7.6,0.368421053,5.5,12.6,0.436507937,0.482758621,5.9,6.8,0.867647059,0.4,4.4,4.8,3.6,1.1,0.7,2.7,3.9,25.4,106,109
CLE,19,2,6.9,17.2,0.401162791,2.3,6,0.383333333,4.6,11.2,0.410714286,0.468023256,4,5,0.8,1.3,8.1,9.4,5,1.3,0.8,2.3,3.1,20.1,107,117
SAC,39,2,3.3,7.3,0.452054795,0,2.2,0,3.3,5.1,0.647058824,0.452054795,1.5,1.8,0.833333333,0.7,7.3,8.1,3.7,2.9,0.4,1.5,2.6,8.1,103,109
OKC,49,2,6.4,15.9,0.402515723,1.6,5.3,0.301886792,4.9,10.7,0.457943925,0.452830189,1.6,2.3,0.695652174,0.8,4.7,5.4,1.8,1.2,1.6,1.8,6,15.9,94,109
MIN,36,2,9.8,20.8,0.471153846,2.3,6,0.383333333,7.6,14.9,0.510067114,0.526442308,6.4,8.1,0.790123457,2.1,4.8,6.9,5.7,3.2,1.3,1.9,2.4,28.3,122,111
PHI,51,3,8.9,19.3,0.461139896,1.3,3.8,0.342105263,7.6,15.5,0.490322581,0.494818653,6.8,7.9,0.860759494,2.7,4.8,7.5,5.7,2.6,0.8,2.1,2.4,25.9,120,109
MEM,33,3,6,14,0.428571429,3,8.1,0.37037037,3,5.9,0.508474576,0.535714286,2.6,3.1,0.838709677,2.6,7.2,9.8,3.1,0.9,2.1,2.4,5,17.5,109,109
DET,41,1,3.5,9.4,0.372340426,1.1,4.4,0.25,2.4,4.9,0.489795918,0.430851064,0.7,0.9,0.777777778,0.9,3.8,4.7,9,1.2,0.2,2.7,5,8.8,102,112
LAL,37,2,7.4,17.3,0.427745665,3.5,9.9,0.353535354,4,7.3,0.547945205,0.528901734,3.1,3.6,0.861111111,1.1,4.3,5.4,2.5,1.7,0.3,1.5,3.1,21.4,113,112
PHO,19,1,4.8,12.2,0.393442623,2.4,6.8,0.352941176,2.5,5.4,0.462962963,0.491803279,1.4,1.9,0.736842105,0.5,4.2,4.7,5.9,1.1,0,2.8,4.4,13.5,100,119
MIN,36,1,5.5,14.6,0.376712329,3.5,9.6,0.364583333,2,5,0.4,0.496575342,2,2,1,0,2.5,2.5,9.6,1,0.5,2,2,16.6,117,118
MIL,60,1,3,9,0.333333333,3,7.5,0.4,0,1.5,0,0.5,0,0,0,1.5,4.5,6,4.5,0,1.5,3,3,9,95,110
HOU,53,5,10.3,16,0.64375,0,0,0,10.3,16,0.64375,0.64375,3.6,5.7,0.631578947,6.5,12,18.5,2.1,1,2.2,2.1,3.7,24.3,133,108
BRK,42,4,6.3,16.1,0.391304348,3,8.7,0.344827586,3.4,7.4,0.459459459,0.48447205,5.1,6.8,0.75,1.9,7.9,9.8,2.4,0.9,0.3,2,3.2,20.8,110,111
MEM,33,1,4.8,15.9,0.301886792,2.9,8.8,0.329545455,1.9,7.1,0.267605634,0.393081761,2.2,2.8,0.785714286,1.2,4.5,5.7,5.9,2.2,0.9,2.8,4.7,14.8,90,109
ATL,29,4,6.8,16.3,0.417177914,4.3,11,0.390909091,2.5,5.3,0.471698113,0.549079755,1.6,2.3,0.695652174,1.1,5.7,6.7,3,1.5,0.9,1.7,4.9,19.5,112,115
CHI,22,5,7.9,16.2,0.487654321,0.3,1.4,0.214285714,7.6,14.8,0.513513514,0.49691358,3.9,4.9,0.795918367,3.8,9.6,13.4,3.4,1.1,2.5,2.8,6.6,19.9,107,110
HOU,53,1,8.5,20.6,0.412621359,2.4,6.4,0.375,6.1,14.2,0.429577465,0.470873786,4.1,8.8,0.465909091,1,3.4,4.4,7.1,3,2,3.4,9.1,23.3,99,109
ORL,42,1,4.5,13.4,0.335820896,0.6,4.1,0.146341463,3.9,9.3,0.419354839,0.358208955,4.3,5.8,0.74137931,3.4,8.8,12.3,10.6,2.4,1.9,2.2,4.5,14,111,104
LAL,37,1,6.7,15.2,0.440789474,2.1,4.4,0.477272727,4.6,10.8,0.425925926,0.509868421,4.5,5.6,0.803571429,1.8,4.1,5.9,6.7,2.1,0.8,3.7,4.7,20.1,109,110
MEM,33,3,8.2,15.4,0.532467532,1.4,4.1,0.341463415,6.8,11.3,0.601769912,0.577922078,3.7,5.5,0.672727273,1.6,9.4,11,2.5,1.9,0.9,2.2,3.3,21.6,112,107
SAC,39,5,8.7,15.6,0.557692308,0,0,0,8.6,15.5,0.55483871,0.557692308,2.9,5.3,0.547169811,3.8,10.5,14.3,4.1,2,1.1,1.8,4.8,20.3,118,108
ORL,42,1,12.2,24.5,0.497959184,6.1,9.2,0.663043478,6.1,15.3,0.39869281,0.62244898,0,0,0,3.1,6.1,9.2,12.2,3.1,0,0,0,30.6,144,107
UTA,50,4,3.7,12.3,0.300813008,1.2,6.1,0.196721311,2.5,6.1,0.409836066,0.349593496,2.5,2.5,1,3.7,6.1,9.8,1.2,0,0,1.2,3.7,11,97,112
PHO,19,5,4.3,6.4,0.671875,0,0,0,4.3,6.4,0.671875,0.671875,5.4,9.7,0.556701031,3.8,17.2,20.9,3.2,1.1,0.5,3.8,11.3,13.9,111,110
LAL,37,5,3.1,5.2,0.596153846,0,0.1,0,3.1,5.1,0.607843137,0.596153846,2.4,4.1,0.585365854,5,10.8,15.9,1.8,1.1,1.3,2.1,5.3,8.7,121,108
PHI,51,4,4.5,10.3,0.436893204,2.3,5.9,0.389830508,2.2,4.4,0.5,0.548543689,0.6,0.9,0.666666667,2.2,6.2,8.3,3.6,1.1,0.9,1.9,4.7,12,111,112
LAC,48,3,4.8,13.8,0.347826087,2.7,8.4,0.321428571,2.1,5.4,0.388888889,0.445652174,1,1.5,0.666666667,0.8,9,9.8,2.1,0.6,0.6,1.5,6.1,13.4,94,112
